职位名称,详细链接,工作地点,薪资,公司名称,经验要求,学历,福利,职位信息
资深Golang开发工程师（主站）,https://www.lagou.com/jobs/4683369.html,杨浦区,20k-40k,上海哔哩哔哩科技有限公司,3-5年,本科,"公司好,发展快,氛围好,空间大,领导好",工作职责：参与主导整个主站和移动端服务端的微服务开发；职位要求：1、三年以上工作经验，计算机软件或相关专业，本科以上学历；2、熟悉GO Web服务开发；3、了解PHP/Java/Python/Ruby/C/C++其中一种语言；4、了解jQuery/HTML前端开发技术；5、熟悉分布式、多线程及高性能的设计与编码及性能调优；6、熟悉memcached，redis中的其中一项缓存框架技术；7、拥有良好的代码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；8、具有MySQL索引优化、查询优化和存储优化经验方面的经验。要求随时随地贯彻最优化开发的思想；9、有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力；10、热爱开发工作，追求细节，团队合作意识良好；11、有互联网大型项目经验优先。
Go后端研发专家,https://www.lagou.com/jobs/6428820.html,虹口区,20k-30k,威比网络科技（上海）有限公司,5-10年,本科,大型互联网教育公司,职责描述：1、  负责基础架构、基础中间件、公共组件的设计和研发2、  负责第三方开源组件的研究、二次开发和落地工作3、  负责业务架构的中间件的改进和迭代工作任职资格:1、至少5年Java/Golang项目开发经验，熟练掌握Golang/Java语言和特性，有丰富的程序故障排除和性能调优经验；2. 熟悉悉TCP/IP协议，熟练掌握Linux网络编程和多线程编程技术；3. 熟悉基础架构、中间件、微服务化、中台等基础平台设施的的搭建运营；4、熟悉主流开发技术和分布式系统原理，包括但不限于MQ，Mysql，Redis，MongoDB，Zookeeper/ETCD，Kafka，HBase等；5、有探索精神和较强的学习能力，能主动有效的推动复杂技术探索任务；6、有大型高并发项目架构设计或开源社区贡献者经验优先。
Go,https://www.lagou.com/jobs/506545.html,徐汇区,10k-20k,上海爱可生信息技术股份有限公司,不限,本科,新三板 年终奖 公司内健身区咖吧 各种团建,"我们在做什么:0. 开发语言不限.1. 开发的目标是MySQL数据库管理类平台.2. 开发需要注意的方向: 集群调度, 集群高可用性维护, 集群分布式特性维护, 集群容灾容错, 集群服务降级.3. 开发的日常任务: 日常代码, 维护自动化测试, 读书, 设计架构, 设计产品.4. 希望有意愿和能力逐渐读懂MySQL源码, 理解数据库的设计, 寻找产品的提升空间.5. 相关技术文档可参照公司官网文档中心： http://www.actionsky.com/category/jssq/jswd/ 技术文档 我们需要的候选人:0. 我们不在乎候选人现在的技术背景.1. 在之前的技术背景下, 做出了超过平均水平的/好玩的东西.2. 对自己的输出的品质负责.3. 愿意深入MySQL数据库相关的技术, 能自主完成自己的想法.4. 沟通能力正常. 我们不建议的候选人:0. golang只会beego, Java只会Spring/Hibernate.1. 跑得通开源项目的Quick start, 就""架构师"".2. 听过Paxos/Raft的基本流程, 就""精通分布式"".3. 用过bash命令, 就""熟悉Linux"".4. 信息来源仅包括: 百度搜索/QQ群/论坛.5. 没有仔细的读到这一行."
Golang开发工程师,https://www.lagou.com/jobs/6031764.html,徐汇区,15k-30k,上海尘泥信息技术有限公司,1-3年,本科,公司福利待遇好，氛围好，办公环境好,岗位职责：1、负责RPG游戏服务器端程序设计代码编写2、负责游戏服务器相关工具程序开发3、协同策划、客户端等其他人员工作，并参与产品开发计划的制定，确保游戏开发的高效进行任职要求：1、热爱编程，热爱游戏，有1年以上的游戏开发经验2、1年以上Golang实际编码经验3、学习能力强，能熟练阅读英文文档4、掌握MySQL数据库5、本科及以上学历，计算机及相关专业优先考虑
Golang高级开发工程师 (商业化条线),https://www.lagou.com/jobs/5944664.html,浦东新区,25k-45k,上海基分文化传播有限公司,不限,本科,1、团队氛围和谐、公司快速发展，前景明朗,岗位优势： 1、团队氛围和谐，领导Nice，快速融入 2、公司、团队快速发展，空间前景明朗 工作职责： 1、广告业务管理后台服务端相关研发 2、广告业务基础服务系统研发 职位要求： 1、本科及以上学历，思维灵活 2、丰富的需求分析和系统设计经验，规范专业的文档编写能力，独立主导过3个以上核心系统设计工作； 3、带领初级工程师完成需求开发，指导初级工程师成长 4、3年以及以上Golang开发经验，精通Golang语言机制和高性能程序开发； 5、熟悉Mysql，Redis，MQ等产品的原理，机制和性能优化实践； 6、熟悉分布式系统，熟练掌握一种以上服务框架和消息中间件，了解其实现原理； 7、熟悉大规模分布式系统架构设计，具有大规模分布式系统的调优经验优先； 8、有广告引擎后端开发经验优先
高级Golang开发工程师,https://www.lagou.com/jobs/3991120.html,徐汇区,15k-30k,上海爱可生信息技术股份有限公司,3-5年,本科,"新三板,团建,技术大牛,下午茶","我们在做什么:0.我们的产品：面向 DBA 的全功能开源数据库（ MySQL ）管理平台. 产品描述参考：http://www.actionsky.com/cloudtree-products/cloudtree-dmp/1.我们的方向：集群调度, 集群高可用性维护, 集群分布式特性维护, 集群容灾容错, 集群服务降级.2. 我们的日常任务：日常代码, 故障排除, 读书, 设计架构,设计产品.3.相关技术文档可参照公司官网文档中心：http://www.actionsky.com/category/jssq/jswd/ 技术文档 我们需要的候选人:0.我们不在乎候选人现在的技术背景，熟悉的开发语言.1.了解各种“解决方案”，并能分析对比各方案的优劣好坏，针对的场景2.对自己的输出的品质负责.3.喜欢钻研技术，有阅读不同语言源码的能力； 4.良好的沟通能力加分项0.熟悉 MySQL ，并阅读过其中的源码1.熟悉数据库运维体系2.熟悉Linux管理体系3.有自动化运维系统开发经验 我们不建议的候选人:0.跑得通开源项目的Quick start, 就""架构师"".1.听过Paxos/Raft的基本流程, 就""精通分布式"".2.用过bash命令, 就""熟悉Linux"".3.信息来源仅包括: 百度搜索/QQ群/论坛.4.没有仔细的读到这一行."
golang后台研发工程师（高级及以上）,https://www.lagou.com/jobs/6128698.html,浦东新区,20k-35k,上海七牛信息技术有限公司,3-5年,本科,弹性工作 年底双薪 绩效奖金 免费健身,岗位职责：参与公司产品服务设计、开发和优化工作；重构产品服务，改善软件设计和维护问题。岗位要求：熟悉至少一门编程语言，如 C/C++/Python/Ruby/Golang 等；掌握常见数据结构与算法；熟悉常见的软件设计模式和软件测试方法论；了解关系型数据 MySQL 或非关系型数据库 MongoDB；熟悉 Memcached 或 Redis 服务；加分项：编写过完整 B/S 软件服务；拥有自己的技术博客；拥有开源软件贡献；熟悉 git；
高级软件开发工程师（go rust 方向）,https://www.lagou.com/jobs/6277625.html,普陀区,25k-35k,上海喔噻互联网科技有限公司,3-5年,本科,平台大，牛人多，福利好，晋升空间大,1、参与公司硬件终端业务系统开发工作，编写设计技术文档，核心代码开发，保证代码质量； 2、根据开发进度和任务分配，能够独立处理和完成任务；3、分析并解决系统开发及运行维护过程中的问题，对系统性能进行调优；4、参与业务需求讨论，参与技术方案的制定。参与系统架构设计与技术调研，并给出合理方案；5、负责对初级工程师的技术指导工作。岗位要求： 1、计算机、软件、电子信息、通信等相关专业本科及以上学历，五年以上研发相关工作经验;2、推送平台设计经验、8583协议优先； 3、熟悉java、go、rust开发经验优先; 4、能熟练使用设计模式，在工作中深刻理解和使用单元测试及重构的能力，5、具有基于数据库（mysql等）、缓存（redis等）、分布式存储开发高性能、高可用数据应用的实际经验；6、能独立完成中小型项目的系统分析、设计、架构，并主导完成详细设计和编码的任务，确保项目的进度和质量；7、具备良好的沟通表达能力和学习能力、逻辑分析能力和问题解决能力，具有团队协作精神和追求卓越的精神。
Golang工程师,https://www.lagou.com/jobs/3033922.html,虹口区,25k-35k,怡峰商务咨询（上海）有限公司,1-3年,大专,不加班不加班不加班，零食不断,岗位要求1. 2年以上golang开发经验，或者有多年 c/c++/python 经验，希望转向golang经验；2. 精通mongodb，mysql；3. 熟悉docker、 k8s、 docker-swam 使用；4. 有3年以上web服务开发经验；5. 熟悉 GRPC相关协议 有微服务集群搭建经验；6.对技术有浓厚兴趣，关注前沿的技术；7. 能确保Web项目在各个平台的性能和兼容性；8. 具有良好的团队合作精神，有较强的自学、沟通表达能力及吃苦耐劳的工作精神，有极强的责任心。 岗位职责1. 根据需求设计网站前后端结构，制定相应的解决方案；2. 为产品后期运营提供升级、维护、工具等各方面的支持；3. 维护和搭建公司微服务架构。
Go开发工程师（2020届）,https://www.lagou.com/jobs/6472986.html,浦东新区,8k-10k,上海群之脉信息科技有限公司,应届毕业生,本科,五险一金 节日礼品 生日礼金 年度体检,"1.      人在江湖飘，一技傍身很重要。计算机相关专业，本科及以上学历，计算机基础知识扎实，懂操作系统、数据结构和算法以及计算机网络相关知识；2.      熟悉W3C标准与ES规范，熟悉Web语义化，掌握Box模型、常用布局以及浏览器兼容性；3.     熟悉Go语言的优先考虑；4.      熟悉至少一种服务端编程语言（Java, C#, PHP, Python, Node.js, Go等）；5.      对交互体验、可用性、用户体验有一定程度的理解；6.      良好的分析和解决问题的能力，较强的学习能力，良好的沟通交流能力，能快速融入团队开发；7.      诚实、正直、上进、负责，能够快速适应群硕的企业文化；8.      基本的英语听说读写能力；9.      有一定实际商业项目经验和软件工程意识者，笔芯，加分加分。"
资深go工程师,https://www.lagou.com/jobs/6444375.html,长宁区,30k-50k,贵州宽待酒业有限公司,5-10年,不限,"年底双薪,公司稳定","岗位要求:1、本科及以上学历2、计算机及相关专业3、游戏行业3年以上工作经验4、熟悉Go5、熟悉游戏服务器开发常用技术（网络，多线程等）6. 掌握TCP/IP协议和网络编程基础7 熟悉常用数据库，mysql,redis等； 以下优先考虑： 1、有完整上线项目经验，对卡牌项目熟系更佳2、熟悉服务器架构"
Go开发工程师,https://www.lagou.com/jobs/5111463.html,浦东新区,10k-20k,上海信易信息科技股份有限公司,应届毕业生,本科,"核心产品,六险一金,上市公司,周末双休","关于我们
 信易科技 (www.shinnytech.com) 是一家专注于期货相关领域的IT公司。自2007年以来，我们已经向全国超过120家期货公司和数百万终端用户提供了一系列期货相关的软件和服务。我们是中国期货业协会会员，中金所、上期所、大商所、郑商所行情授权单位，上海市高新技术企业，新三板上市公司。
 公司目前产品包括：快期2、快期3、天勤等。此外，我们还发布了一系列开源项目。
你在这个职位上将会
 负责公司交易、行情服务器代码开发及单元测试；
 编写及维护相关技术文档；
我们希望你
 本科及以上计算机相关专业毕业；
 熟悉Linux系统，理解HTTP、TCP/IP等协议
 能独立编写程序代码；
 能熟练阅读英文技术文档；
 有主动学习和输出的性格习惯；
工作地点和时间
 工作地点：上海浦东张江（近地铁2号线金科路站）。
 工作时间：周一至周五，9:00-17:30。
工作待遇
 税前月薪 10K-20K，每年发放 14 个月
 正规交纳社保，住房公积金按最高标准发放
 从入职次年起，每年10天无理由带薪休假
 每年组织出国旅游（可免费携带BF/GF）
 办公室食品饮料无限量供应
 豪华版硬件配置（Macbook Pro, 4K 显示器）
 节假日不调休，别人放假的时候我们放假，别人调休上班的时候我们还是放假
 购买书籍、课程，参加行业会议，费用全额包销
实习
 如果你还没有正式毕业，不能全职工作，您可以选择申请我们的实习职位，等待毕业后转为正式工作。
向朋友推荐我们
 如果您觉得这个职位可能适合您的朋友，请将职位信息转发给他。如果他最终转正入职的话，我们会向推荐人提供一份 Apple Watch 作为推荐奖励。"
Go工程师,https://www.lagou.com/jobs/5059175.html,徐汇区,15k-25k,上海积梦智能科技有限公司,1-3年,大专,技术导向,岗位职责：1、开发维护公司核心产品2、负责相关业务的底层与接口实现3、参与相关业务的技术架构设计职位要求：1、2 年以上服务端开发经验2、熟悉 Go 语言，熟练掌握任意一种后端开发语言，编写高性能、高可用程序3、熟悉程序问题排查、性能优化方法4、了解 postgres 数据库，熟练掌握任意一种关系型数据库，熟悉查询和索引的优化5、 熟悉 linux 网络编程，有能力排查 linux 网络问题6、有较强的沟通、学习、独立思考能力，能承受较大工作压力加分项- 熟悉 influxdb 等时序数据库- 熟悉 docker、k8s 容器相关技术- 熟悉 DevOps 相关技术- 熟悉 iOT、大数据相关技术- 对单测、集成测试，有了解及应用- 参与或研读过优秀开源项目
golang开发工程师,https://www.lagou.com/jobs/6015670.html,杨浦区,15k-30k,上海敏为信息技术有限公司,1-3年,本科,年终奖、绩效、培训,"你的工作/职责可能包括 （看你兴趣咯）1、创建和维护Restful API2、连接底层架构（包括但不限于PostgreSQL, Elasticsearch, kafka, redis, hadoop) 中间件开发、维护和监控3、高并发回测系统的开发和测试我们希望你1、富有严密的逻辑推理能力，享受思考的乐趣，喜欢折腾各种新奇有趣的事物2、在985、211类学校 计算机相关专业3、拥有扎实的理论功底4、熟练掌握python, git对自己的学习能力充满信心！如果你恰好又1、熟悉linux、JAVA2、能够写出结构化，易维护的代码3、在开源项目中有点贡献那我们会优先考虑你哦~"
golang开发工程师,https://www.lagou.com/jobs/6341705.html,闵行区,15k-25k,鲨湾科技（上海）有限公司,1-3年,大专,全额五险一金、餐补弹性工作时间、创业公司,"岗位职责:1、主要负责互联网软件产品服务器端开发；2、作为后台程序开发人员,有技术指导能力和难题钻研能力；3、根据项目要求完成模块详细设计和编码实现；4、根据公司技术文档规范撰写模块详细设计文档。任职要求：1、计算机相关专业本科以上学历，2年以上服务器后端项目开发经验；2、有一年以上的go语言后端开发经验3、熟悉网络编程，熟悉大容量、高性能的分布式服务器系统开发；4、有MQ，gRPC相关项目的开发经验5、有sql, nosql数据库相关项目开发经验6、有Linux系统下开发及使用经验；7、熟练使用项目管理和git版本控制工具8、热爱技术，对技术有不懈的追求，喜欢研究开源代码；9、较强的逻辑思维能力、沟通能力、团队协作或意识及独立解决技术问题的能力；10、有良好的编码和撰写文档习惯，良好的英文阅读能力，能熟练阅读英文技术类文档。"
go高级开发,https://www.lagou.com/jobs/6445662.html,徐汇区,15k-22k,上海龙游网络科技有限公司,3-5年,本科,做五休二、五险一金、员工体检、员工旅游,"岗位要求:1、本科及以上学历2、计算机及相关专业3、游戏行业3年以上工作经验4、熟悉Go5、熟悉游戏服务器开发常用技术（网络，多线程等）6. 掌握TCP/IP协议和网络编程基础7 熟悉常用数据库，mysql,redis等； 以下优先考虑： 1、有完整上线项目经验，对卡牌项目熟系更佳2、熟悉服务器架构"
golang开发,https://www.lagou.com/jobs/6420737.html,浦东新区,20k-40k,上海突进网络科技有限公司,3-5年,本科,技术大牛,"岗位职责:1、负责平台级产品前端架构体系的规划、设计、建设及布道，通过技术提升用户体验和可用性2、研究前端技术体系包括但不限于框架, 类库, 模式等3、维护及优化前端性能，优化前端开发模式和规范4、根据产品需求进行开发，探索并优化前端效果，保证开发效率和代码质量任职要求1. 本科以上学历，计算机基础扎实，3年以上前端开发经验； 2. 至少掌握react/vue/angular主流框架中一种，理解框架背后的思想； 3. 熟悉前端工程化解决方案的使用和基本原理； 4. 对于Web页的性能优化、安全防控有一定理解或实践； 5. 有大型前端工程项目开发、架构经验者优先，对redux/vuex/rxjs有深入理解者优先。"
高级Golang开发工程师,https://www.lagou.com/jobs/5792888.html,浦东新区,11k-20k,链石（上海）信息科技有限公司,3-5年,本科,java C++ Golang,职位描述：负责公司金融云核心相关产品的开发与维护负责金融科技SAAS/IAAS/PAAS/BAAS/大数据/中间件等产品的运维支持，提供产品售后技术服务，协助一线解决疑难问题。制定相关的技术方案并予以支持落地。负责对事件、故障的跟踪、剖析、总结与知识库沉淀，出具技术方案并推动相关产品团队解决落地，同时赋能一线运维团队自运维能力；负责产品巡检工具与问题诊断分析工具开发，提升客户云平台的预警与异常自发现能力，提升用户的满意度。对接云产品研发团队，推动金融科技云产品架构优化，同时梳理产品链路提升问题终结能力。对于DevOps和Docker、Kubernetes、Istio、BPF相关方向进行深度跟踪和探索，制定团队云原生的未来技术方向。岗位要求3年以上go及互联网开发领域的设计与开发经验，精通Docker及互联网开发领域相关的技术与常用框架；大学本科及以上学历，计算机或者相关专业，至少1年以上的运维或者DevOps经验；熟悉linux系统及运维体系架构，精于容量规划、架构设计及性能优化；有脚本开发经验，精通一门以上脚本语言(shell/perl/python等)，熟悉java语言及主流开发框架；具备客户服务意识与ownership、团队沟通协作能力以及自我驱动能力，有很好的技术敏感度和风险识别能力。能够承受较大的工作压力，以结果和行动为准则，努力追求成功；有大型分布式、高并发、高性能、高可用系统的设计开发经验；有分布式系统设计，DPDK、SDN、虚拟化kvm/xen、hadoop/hbase背景者优先考虑。
Golang,https://www.lagou.com/jobs/5941356.html,杨浦区,15k-30k,上海晓信信息科技有限公司,1-3年,本科,13薪、研发80人+、公司500人+,"职位亮点：1. 后端全栈Go2. 全部微服务化3. 自研简洁高效Go微服务框架4. 微服务全部k8s化5. 今年计划上istio岗位职责:1、采用Go语言(Golang)开发高可用、 高并发的后端组件、服务；2、保证系统的效率和可靠性以及代码质量和可维护性；3、维护优化后台微服务；4、参与后台系统设计。任职要求:1、本科以上学历计算机相关专业；2、半年以上Go语言开发经验；3、熟练掌握MySQL、mongodb、Redis,熟悉Linux者优先；4、熟练掌握常用数据结构和算法；5、熟悉Socket和多线程编程；6、具有良好的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题，责任心强，具备良好的团队合作精神和承受压力的能力；7、学习能力强，能够无障碍阅读英文技术文档。"
高级golang开发工程师,https://www.lagou.com/jobs/4190823.html,杨浦区,20k-40k,上海晓信信息科技有限公司,1-3年,本科,"扁平管理,晋升通道,地铁周边,有美女","我们的优势1、全栈Go语言开发高可用、 高并发（300万日活）的后端组件、服务，实现你的高并发梦；2、服务微服务化，全部上k8s且一键部署，减轻你的部署烦恼；3、公共仓库，可以看到所有的Go代码，满足你的求知欲；4、定期技术分享，可换岗学习，让你距离大牛越来越近；任职要求:1、大学本科以上学历计算机相关专业；2、三年左右服务器端开发经验,一年以上Go语言开发经验；3、熟练掌握MySQL、mongodb、Redis,熟悉Linux者优先；4、熟练掌握常用数据结构和算法；5、熟悉Socket和多线程编程；6、具有良好的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题，责任心强，具备良好的团队合作精神和承受压力的能力；7、学习能力强，能够无障碍阅读英文技术文档。"
Golang 游戏开发工程师,https://www.lagou.com/jobs/6236011.html,浦东新区,8k-15k,天天飞行（上海）科技有限公司,1-3年,本科,平台好、氛围好、领导棒,1、负责新项目服务器端架构设计、模块划分、单元测试2、负责服务器性能优化3、负责管理项目服务端代码质量4、负责前期服务器端程序逻辑开发和维护、辅助工具的开发5、与策划以及客户端密切配合，保证产品的高效开发与质量任职资格：1、具有1年以上Go语言开发经验，经历过一个完整的项目，游戏立项到上线的整个开发过程者优先2、精通常用数据结构和算法、精通面向对象程序设计3、熟悉Linux，熟悉常用的第三方组件，redis，mysql等4、熟悉socket和多线程编程，熟练掌握1-2门其他语言优先5、了解Go生态，了解docker，micro-service等组件，了解持续集成，自动化测试6、有极强的学习能力和抗压能力，良好的编码习惯；7、有棋牌游戏服务开发经验优先；
Go高级开发,https://www.lagou.com/jobs/6451463.html,静安区,30k-40k,上海欢兽实业有限公司,3-5年,本科,13-15薪 氛围好 B轮 帅哥美女,"岗位职责1. 参与系统架构设计、优化，提升系统性能和开发效率，保证高并发高可靠；2. 通过不断的技术研究和创新，推动业务的快速发展和高效迭代。任职要求1. 熟悉掌握linux环境下go语言开发；2. 扎实的技术基础，熟悉性能、可用性、伸缩性、扩展性、安全性、运维监控、集成发布等； 3. 深入理解计算机原理, 对数据结构和算法设计有较为深入的理解； 4. 了解微服务架构的技术挑战，熟知相应的解决方案；5. 良好的编码习惯及文档书写习惯； 6. 热爱编程，有良好的自我驱动能力 、学习能力和抽象能力。"
高级Golang开发工程师（主站）,https://www.lagou.com/jobs/6045541.html,杨浦区,18k-36k,上海哔哩哔哩科技有限公司,1-3年,本科,"公司好,发展快,氛围好,空间大,领导好","工作职责:1、负责账号基础服务设计研发工作；2、负责对现有系统的不足进行分析，找到系统的瓶颈，改进系统架构，提高系统性能。职位要求：1、计算机或相关专业学历，有2年以上互联网后端开发经验；2、熟悉Go/Java/C/C++/Python等至少一门语言，有Go开发经验者优先；3、熟悉linux操作系统，具有较好的系统瓶颈发现、解决能力；4、熟练掌握NoSQL，有千万量级及以上数据量的数据库设计能力；5、对设计模式、网络编程、并发编程熟悉，具备后端服务视野优先；6、具备很强的逻辑思维能力,有较好的算法基础者优先；7、具备良好的设计和文字表达能力，能独立完成设计文档的撰写；8、团队合作能力，良好的沟通能力与口头、书面表达能力，严谨的工作态度与高质量意识，良好的抗压能力。"
资深Golang研发工程师-广告系统,https://www.lagou.com/jobs/6054433.html,闵行区,20k-35k,北京字节跳动科技有限公司,3-5年,本科,六险一金，弹性工作，租房补贴，带薪休假,
Golang开发实习生-短视频方向,https://www.lagou.com/jobs/4254614.html,黄浦区,4k-8k,北京字节跳动科技有限公司,不限,本科,弹性工作，餐补，租房补贴，休闲下午茶，扁平管理，过亿用户，职业大牛，团队氛围好，优厚薪资,
高级GO语言开发,https://www.lagou.com/jobs/5874636.html,虹口区,20k-35k,威比网络科技（上海）有限公司,3-5年,本科,互联网公司，独立设计团队，贴近业务,任职要求：1、熟悉Linux系统，熟悉网络编程，多线程编程技术2、熟悉TCP/UDP/HTTP等网络协议3、2年以上 Golang 开发经验，精通Golang语言高性能开发与并发机制4、熟练掌握Golang常用框架，深入了解框架提供的特性及其实现原理细节5、负责或参与过中间件工具开发者优先岗位职责：1. 参与技术调研及核心模块的设计；2. 根据项目需求及开发规范，独立完成代码编写工作；3. 中间件组件开发和运营。3. 整理与编写组件开发和使用文档
Go语言专家-视频会议,https://www.lagou.com/jobs/5998477.html,闵行区,25k-50k,北京字节跳动科技有限公司,不限,本科,六险一金，高薪期权，弹性工作，免费三餐,
游戏服务器Go高级工程师,https://www.lagou.com/jobs/5957796.html,虹口区,15k-20k,上海幻天信息科技有限公司,3-5年,本科,充分发挥你的才华,"岗位要求 ：1.计算机或相关专业本科或以上学历； 2.熟悉go，python，c++，java等任意一种或多种语言 （游戏行业）； 3.熟悉Linux环境，熟悉数据结构与算法、Socket编程、多线程编程等； 4.熟悉MongoDB/MySql,Redis/Memcache；5.有docker、kubernetes、swarm等开源或自研的容器经验；6. 热爱钻研技术，有良好的团队意识和沟通能力；7.有已经上线项目者优先，有go语言开发经验者优先。岗位职责： 1.服务器端核心模块与逻辑代码实现； 2.服务器端代码测试与维护。"
go后端开发工程师,https://www.lagou.com/jobs/6225928.html,黄浦区,15k-25k,云铺实业（上海）有限公司,1-3年,大专,双休 五险一金 项目奖金 年终奖,"工作内容：基于微信小程序、公众号、企业微信的后端开发任职要求：1.  年龄：20-35岁，本科以上学历,计算机相关专业优先；2.一年及以上golang开发经验，接受java, c++，python转go 3.精通web后端开发，RESTful API, http协议4.熟练使用Linux  5.了 解nginx, docker6.  有较强的学习能力，能吃苦耐劳；7.  有微信小程序、公众号、企业微信开发经验。"
游戏服务器主程（Go）,https://www.lagou.com/jobs/6233690.html,虹口区,20k-30k,上海幻天信息科技有限公司,5-10年,本科,充分发挥你的才华,"岗位要求 ：1.计算机或相关专业本科或以上学历； 2.精通go，python，c++，java等任意一种或多种语言 （游戏行业）； 3.精通Linux环境，熟悉数据结构与算法、Socket编程、多线程编程等； 4.精通MongoDB/MySql,Redis/Memcache；5.对服务器性能和承载优化有很好的经验；6. 热爱钻研技术，有良好的团队意识和沟通能力；7.有成功上线项目者优先。岗位职责： 1.负责实现游戏服务器端架构总体设计、模块划分、数据库设计等； 2.负责服务器性能的调试和优化； 3. 负责游戏辅助工具的开发。"
Ruby/Go开发实习生,https://www.lagou.com/jobs/5801618.html,徐汇区,4k-6k,上海佰集信息科技有限公司,应届毕业生,本科,大牛团队，自由度高，弹性工作，福利多多,"【岗位职责】1. 参与简书服务端业务开发（Ruby/Go）；2. 参与解决问题，优化性能。【任职要求】1. 每周保证至少4天时间在岗；2. 熟悉Ruby,了解 Ruby on Rails 框架，具备前端开发技能的优先；3. 熟练使用 Git，熟悉基本数据结构和算法，熟悉 RESTful API 的设计，了解关系型数据库(RDBMS)设计；4. 学习能力强，善于交流，简书用户大加分。【你将获得】1. mentor的悉心指导。对于每一位实习生，我们的目标都是培养其成为我们未来的主力，所以我们都会倾心去培育他。能学到什么，我相信也是每一位有志向的同学首要考虑的，我们会把这个放在第一位。2. 直接参与项目开发。在初期，我们会直接安排容易上手的项目给你，让你可以直接有具体实践的机会，从实践中获得提升永远是最快的办法。3. 办公环境舒适，氛围轻松。"
C++/GO语言/研发工程师,https://www.lagou.com/jobs/5236536.html,闵行区,10k-20k,上海弘连网络科技有限公司,1-3年,本科,"五险一金,弹性工作制,年底多薪,双休","1、本职位主要是参与电子数据取证/分析产品模块设计和研发。2、主语言是go，但会涉及c++和python，要求代码能同时运行windows与linux平台。3、根据项目计划按时完成软件开发和单元测试工作以及Bug修复。4、不断学习并运用新的知识提升产品竞争力。必备要求：1、本科及以上学历，思维清晰，沟通良好，具备良好的分析、理解、解决问题的能力2、理解数组，链表，树的等基本数据结构。了解设计模式。3、至少有C++或者go语言1年以上实际项目经验。4、了解linux常用命令，了解tcp/ip协议簇。5、熟悉git基本操作。加分项：1、维护技术博客/公众号，或者有开源项目者优先。2、有python开发基础者。3、有linux下开发经验者。4、有windows维护经验者（了解注册表，Powershell之类）。对于工程师来说，我们可以提供一个纯粹简单的技术氛围和产品环境。目前团队有完整的技术协作流程和短平快的沟通方式。我们崇尚工程师文化，谦虚、尊重和相互信任。公司情况
 弹性工时，不管你是早睡早起还是夜猫子，都能在这里精力充沛工作；
 平均破壳在93年，自由有趣的氛围，拒绝办公室政治；
 每月零食饮料管够，每周运动健身；
 快速成长期，有充分的成长空间和锻炼机会。有技术大拿，有软萌妹子，想和他们一起工作么?"
C++/Golang服务端开发,https://www.lagou.com/jobs/5549004.html,闵行区,20k-30k,杭州游卡网络技术有限公司,3-5年,大专,"平台好,福利待遇好,6险2金,三国杀龙头",工作职责1）服务器端核心模块与逻辑代码实现；2）服务器端代码测试与维护。任职要求1）计算机或相关专业本科或以上学历；2）2年以上Linux平台C/C++开发经验 （游戏行业）；3）熟悉Linux环境，熟悉数据结构与算法、Socket编程、多线程编程等；4）熟悉mysql数据库的开发与应用；5）热爱钻研技术，有良好的团队意识和沟通能力
游戏服务器开发（c++/go）,https://www.lagou.com/jobs/6489574.html,杨浦区,20k-40k,苏州叠纸网络科技股份有限公司,3-5年,本科,保底奖金 补充公积金 1w年度旅游,"岗位职责：1、带用c++或者go语言进行游戏服务器端开发；2、针对游戏开发的需求，设计并完成周边性能压力测试等；3、参与后台系统架构、性能、安全、扩展等优化的设计和实现；4、分析系统问题，增强服务器稳定性，优化性能；任职要求：1、必须3年以上游戏服务器端开发经验，其中3年以上手游项目经验；有独立开发能力2、熟悉Go语言，或者熟悉C++、了解javascript、c等语言的开发；3、必须熟悉常见的缓存服务、NoSQL存储系统、消息队列组件、mongodb等；4、有高负载、高并发开发设计经验；有act类游戏研发经验优先；5、团队管理经验和完整的项目上线, 运维经验者优先。"
C++/GO研发专家,https://www.lagou.com/jobs/6320434.html,杨浦区,27k-50k,威斯科技（苏州）有限公司,5-10年,本科,可给技术专家，资深岗P6+-P7+都OK,职位描述1、为全球领先教育AI 产品建设高性能、稳定可靠、灵活可扩展的后台体系；2、与产品经理、教研、算法、运营等多团队密切配合，是产品的设计者也是实现者。职位要求1、技术扎实，有深有广，喜欢追根溯源；2、3年以上核心后台系统开发经验，对微服务、系统性能调优、数据库、MQ等有实践和见解；3、扎实的GO/C++背景和相关项目经验；4、逻辑思维强大，秉承独立思考，做实事，对不合理要求敢于说“不”；5、心怀好奇，乐于分享，各类技术大会的门票和路费不用你担心；6、大流量、高性能、复杂架构系统核心贡献者优先；7、开源社区贡献者优先，期待看到你的贡献。
