职位名称,详细链接,工作地点,薪资,公司名称,经验要求,学历,福利,职位信息
java（可能是个短期项目）,https://www.lagou.com/jobs/6476705.html,浦东新区,14k-20k,奥解思信息科技（上海）有限公司,1-3年,本科,福利好，弹性工作制，培训机会多,项目时间：从入职开始到年底可以保证，年底根据表现告知是否可以续签。项目：SAP人力资源模块success factor的产品开发。顾问要求：1、2-3年年资 java最基础的SSH框架， spring等框架基础扎实。2、前端技术是加分项。3、英文只要可读写就行。
java开发工程师,https://www.lagou.com/jobs/6139794.html,浦东新区,10k-20k,杭州财人汇网络股份有限公司,3-5年,本科,五险一金、双休、旅游、体检、年假、等,"职位描述：1、 负责公司业务系统模块开发2、 根据开发进度及所分配的任务，完成模块的设计和开发工作，同时注重程序的安全、质量和性能；3、 完成与工作相关的技术文档编写工作。4、 完成公司交代的其他工作。岗位要求：1、 计算机相关专业，3年及以上基于J2EE的Web项目开发经验；2、 Java基础扎实，良好的代码风格，理解常用的设计模式，熟悉基于J2EE的相开源技术以及框架（Spring, mybatis），熟悉单元测试编写；3、 了解io、多线程、集合等基础框架4、 熟练使用ORACLE、MySQL数据库，了解存储过程开发；5、 熟悉Linux环境以及操作，SVN的使用，熟悉Tomcat，Nginx等开源的服务器；6、 熟悉HTML、Javascript（JQuery/bootstrap）相关前端知识的使用和应用开发；7、 强烈的责任心和团队合作能力，良好的学习能力，逻辑思维能力并且敢于创新和接受挑战，能够在一定压力下工作。8、可接受驻场开发：浦东新区国金证券"
java工程师,https://www.lagou.com/jobs/3055614.html,宝山区,9k-18k,上海莘丽网络信息有限公司,3-5年,大专,"高福利,办公环境,团队气氛好,全员分红",岗位职责：协助产品经理、技术经理完成代码编写。要求：有 Java 开发经验，我们最关注能力，而不是工作年限或者学历神马的；熟悉 Java/JVM，熟悉 Java EE 常用技术，熟悉常用的设计模式，熟悉主流开源框架；熟悉 Tomcat、Jetty；熟悉 Mysql，熟悉 Sql 语言；精通 Web 前端技术 Html、Css、Javascript、Ajax、jQuery等；熟悉 Maven、Ant 等构建工具；熟悉 Linux；思路清晰，善于思考，能独立分析和解决问题，具备良好的表达能力及团队合作精神。
Java开发工程师（偏全栈）,https://www.lagou.com/jobs/6353149.html,闵行区,15k-30k,上海泛微网络科技股份有限公司,3-5年,本科,上市公司、福利待遇好、年度旅游、免费三餐,"岗位职责：1、负责功能规划、需求分析设计、技术实现和用户体验；2、负责所属模块的代码开发、调试与维护工作；3、积极响应客户需求并进行开发/定制化开发和交付；4、协助并完成其他各类技术开发任务。任职资格：1、计算机或者相关专业，统招全日制本科及以上学历；2、良好的问题理解能力，能够理解以及处理复杂逻辑；3、具备较强的自学能力，团队精神及抗压能力；4、2年以上的Java开发及应用经验，掌握JSDK，J2EE的相关知识，精通JAVA、JSP、SERVERLET编程，熟悉多线程编程，熟练掌握AJAX，jquery；5 、熟练掌握JAVASCRIPT脚本编写，了解XML，XSLT, CSS的相关知识；6 、掌握数据库的相关知识，熟悉SQLSERVER及ORACLE，具备SQL、触发器、函数、存储过程的编写能力；7、具有一定的文档编写能力，了解UML；8、熟悉基本网络设置，能够应用多种操作系统，WINDOWS，LINUX等，熟悉RESIN，TOMCAT等中间件的使用。"
java开发工程师,https://www.lagou.com/jobs/6085139.html,杨浦区,15k-25k,上海溢唐数据科技有限公司,1-3年,本科,团队成熟；福利待遇佳,"工作内容：   -参与公司后台的技术方案设计   -负责系统后端代码的编写、维护以及相应文档的编写工作要求：   -三年左右相关工作经验，金融相关行业优先   -计算机基础知识扎实，熟悉常用网络协议，数据结构   -有较强的学习能力和分析解决问题的能力   -熟悉JavadeJS/C#其中一种后端平台，以及web框架   -熟悉一种关系数据库MySQL/MSSQL/Postgres,了解常用的NoSQL,redis/mongodb,了解相关使用场景、原理和实现   -熟悉Spring相关框架优先   -熟悉区块链相关知识优先   -如果有GitHub/stakcoverflow账号，请附上"
Java开发,https://www.lagou.com/jobs/6142643.html,浦东新区,12k-21k,上海君学教育科技有限公司,5-10年,大专,旅游、团建、带薪年假、高端办公室、健身房,
JAVA开发工程师,https://www.lagou.com/jobs/6165232.html,长宁区,16k-32k,上海虎烨信息科技有限公司,3-5年,本科,"硅谷大牛,股权激励,绩效奖金,弹性工作",岗位职责:1、参与核心产品的功能模块代码开发，持续优化后台系统架构；2、理解、分析业务需求，设计技术实现方案，支持产品迭代；3、解决产品运行中的问题，提升系统质量。任职要求:1、计算机或相关专业本科及以上学历；2、三年以上后台开发经验，精通Java，有扎实的编程功底，熟悉面向对象思想；3、熟练掌握Struts、Spring、iBatis、Hibernate等框架，掌握MySQL等关系数据库；4、对服务器性能优化有深刻了解，有高并发项目经验；5、具有较强的团队意识，高度的责任感，对工作积极严谨，勇于承担压力。
java开发工程师,https://www.lagou.com/jobs/6261046.html,徐汇区,12k-18k,上海美市科技有限公司,1-3年,本科,发展前景好，有期权,"职位描述：1、协助参与系统整体框架设计；2、负责参与后台服务实现和维护；3、分析产品和业务需求，提供相应模块设计；4、对所开发的功能模块进行梳理，撰写相关技术文档；任职要求：1、985/211院校计算机或相关专业,本科及以上学历, 优秀者学历可放宽至一本院校；2、两年以上JAVA项目开发工作经验，有企业级大中型互联网公司工作经验优先；3、在可扩展、高性能，高并发，高稳定性互联网开发和调优方面有实际工作经验；4、JAVA领域知识扎实，熟悉SOA，分布式缓存，消息，多线程，异步处理，集合类等相关技术，了解Docker；5、事业心强，勤奋好学，有团队精神。"
Java开发（大数据方向）,https://www.lagou.com/jobs/6171530.html,浦东新区,14k-28k,瞬联软件科技（北京）有限公司,不限,本科,六险一金 带薪休假 免费体检,我们正在寻找在大规模分布式系统开发、Spring引导、Spring引导批处理框架和作业调度系统方面具有丰富背景和经验的聪明和热情的软件开发人员。 工作职责：构建/实施人工智能产品（如聊天机器人），为平台客户提供支持 与我们的高级开发人员合作，支持团队的产品开发 打造多种工具，促进应用平台的发展  工作要求： 计算机科学或相关技术学科学士、硕士或博士（或同等学历） 非常扎实的Java编程技能（至少2年以上Java编程经验） 具备弹性搜索知识/经验优先 有自然语言处理经验者优先。 熟悉的流行开源框架（如Spring、ZooKeeper、Redis等）。 聪明、快速、主动。
java开发,https://www.lagou.com/jobs/6253833.html,浦东新区,15k-25k,北京步峰信息技术有限公司,3-5年,本科,五险一金,工作职责：1. 负责公司核心项目的开发和维护工作；2. 负责核心模块的详细设计、编码、单元测试；3. 性能优化，包括代码及数据库优化；（高级/中级，java开发工程师职级按面试结果评定） 任职资格：1.4年以上Java开发经验，具有金融、汽车融资租赁行业及SpringCloud项目经验者优先考虑；2.Java基础扎实，理解io、多线程、集合等基础框架，熟悉常用数据结构、算法、设计模式；3.熟悉web开发技术，熟悉使用springboot 、spring、struts、ibatis/mybatis或hibernate、shiro等权限管理以及单点登录开发；4.熟悉工作流引擎activiti、redis、mq消息队列开发和配置；5.理解HTTP协议，熟悉rest接口开发，熟悉前后端分离，前后端协同开发；6.了解JVM优先。
Java开发工程师(J10034),https://www.lagou.com/jobs/6388217.html,浦东新区,15k-20k,德比软件（上海）有限公司,3-5年,本科,弹性工作制；午餐补助；带薪病假,
Java开发工程师,https://www.lagou.com/jobs/6034269.html,青浦区,11k-15k,瞬联软件科技（北京）有限公司,1-3年,本科,"世界500,六险一金,加班少,带薪年病假",岗位职责：1 负责后台服务的开发；2 负责服务协议的编制。 任职资格：1、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息、搜索/推荐等机制，能对分布式常用技术进行合理应用，解决问题；2、熟悉Internet基本协议（如TCP/IP、HTTP等）内容及相关应用；3、熟悉Netty/Mina等主流NIO协议开发框架4、熟悉Kafka、Hbase、RabbitMQ、Redis、Elasticsearch\Solr等主流的中间件5、有车联网平台开发经验者优化，具备设计并开发高可用、高性能、高并发车辆网关模块经验
java开发工程师,https://www.lagou.com/jobs/6391204.html,黄浦区,8k-14k,信用生活（广州）智能科技有限公司,1-3年,本科,年底双薪 有额外年终奖,岗位职责：1、能独立负责项目模块的技术开发和改进工作；2、Java代码编写和调试；3、性能优化，包括代码优化，数据库优化；4、按照项目经理分配的工作，独立、高效的完成编码；5、完成领导交待的其他事项。 任职资格：1、全日制本科及以上学历，计算机相关专业优先；2、了解基本java编程语言和思想，有编程基础。3、能够编写基本的sql，能够进行sql语句的优化；4、JAVA基础良好，具备良好的代码编程习惯及较强的文档编写能力;5、有一定的面向对象编程思想，有实际项目编程经验优先。6、热爱技术，对技术有不懈的追求，喜欢研究开源代码；7、能接受一定程度的出差
java开发工程师,https://www.lagou.com/jobs/6466233.html,浦东新区,14k-28k,上海华钦信息科技股份有限公司,3-5年,本科,六险一金 周末双休 10天年假,"本科学历 ，计算机相关专业，4年及其以上的工作经验英语读写能力ok，口语能力好优先考虑1.4年以上Java开发工作经验，金融行业背景优先考虑2.熟悉应用spring MV/spring cloud/spring boot/my batis/Jps等常见Java开源框架3.熟练使用MQ,Redis,Kafka,ElasticSearch,Hbase,MongoDB,Zookeeper,Dubbo等类似中间件"
java开发工程师,https://www.lagou.com/jobs/5765809.html,徐汇区,13k-20k,齐数科技（上海）有限公司,3-5年,大专,地铁周边、商业保险、出国旅行、五险一金,"1、进行软件系统分析、架构设计和核心技术开发；2、负责基于web服务后台/安全服务后台的开发和维护；3、了解互联网的技术发展、评估外部技术与解决方案。岗位要求：1、全日制本科及以上学历,4年以上经验；2、扎实的java基础, 具有多线程、高并发开发经验，对JVM的原理有一定的了解；3、精通servlet，JMS/MQ，JDBC开发，熟悉Spring、myiBatis等开源框架，熟悉各种常用设计模式；4、熟悉互联网开发模式，清晰理解缓存，缓存设计和模式；5、熟悉分布式系统架构，熟悉Linux系统；6、良好的团队合作精神，较强的沟通、学习和解决问题的能力；7、使用过微服务（spring cloud）优先。"
java工程师,https://www.lagou.com/jobs/6472096.html,徐汇区,12k-20k,科众三六五科技股份有限公司,3-5年,本科,五险一金、补充公积金、工作午餐、年度体检,"岗位职责：1、参与业务需求分析，确定技术方案，参与前后端相关技术方案的设计和开发；2、负责编制相关的开发方案和文档；3、依据设计要求，负责公司软件产品的开发、维护、测试工作；4、承担后台独立功能模块的需求分析，技术设计和开发任务；5、有良好的团队合作能力，工作认真，细心，高效完成工作；6、完成领导交办的其他任务。任职资格：1、计算机相关专业，至少5年以上Java服务器端系统设计开发经验；2、精通Java语言, 熟悉常用的数据结构与设计模式；3、熟练掌握Spring、Spring boot、Spring mvc、MyBatis等开源框架，熟悉SSM整合技术；4、熟悉Web技术及相关框架，熟悉HTML、CSS/JavaScript/jQuery等；5、熟练掌握SQL语言，熟悉Oracle、MySQL等数据库；6、熟练掌握Redis缓存机制；7、了解消息中间件，网络编程，性能调优者优先；8、有大型系统整体设计经验者优先；9、有责任心、敬业精神，能吃苦耐劳。"
java开发工程师,https://www.lagou.com/jobs/6472005.html,徐汇区,12k-20k,科众三六五科技股份有限公司,3-5年,本科,五险一金、补充公积金、工作午餐、年度体检,"岗位职责：1、参与业务需求分析，确定技术方案，参与前后端相关技术方案的设计和开发；2、负责编制相关的开发方案和文档；3、依据设计要求，负责公司软件产品的开发、维护、测试工作；4、承担后台独立功能模块的需求分析，技术设计和开发任务；5、有良好的团队合作能力，工作认真，细心，高效完成工作；6、完成领导交办的其他任务。任职资格：1、计算机相关专业，至少5年以上Java服务器端系统设计开发经验；2、精通Java语言, 熟悉常用的数据结构与设计模式；3、熟练掌握Spring、Spring boot、Spring mvc、MyBatis等开源框架，熟悉SSM整合技术；4、熟悉Web技术及相关框架，熟悉HTML、CSS/JavaScript/jQuery等；5、熟练掌握SQL语言，熟悉Oracle、MySQL等数据库；6、熟练掌握Redis缓存机制；7、了解消息中间件，网络编程，性能调优者优先；8、有大型系统整体设计经验者优先；9、有责任心、敬业精神，能吃苦耐劳。"
java,https://www.lagou.com/jobs/6270952.html,长宁区,14k-18k,上海汉得信息技术股份有限公司,5-10年,大专,双休，五险一金,"1、5年以上J2EE开发经验，java技术基础良好。2、可以熟练使用常见的开发框架组合，如：SSM。3、熟练使用SpringBoot进行项目配置和开发，熟悉dubbo或spring cloud开发。4、熟练部署Mysql或oracle数据库，并进行SQL优化；5、熟练使用Linux的常见命令。6、至少掌握一种常见NoSQL数据(Redis/Memcache/MongoDb)的使用方法。7、具有较强的责任心，良好的团队合作意识及积极的心态，以及良好的自主学习能力；8、具备独立分析和解决问题的能力，较强的沟通表达和理解能力，良好的代码编写习惯；9、熟悉Java语言以及相关的服务器（如Tomcat、Jetty），熟悉RabbitMQ, Redis等流行技术框架工具者优先"
java开发工程师,https://www.lagou.com/jobs/6220242.html,浦东新区,15k-20k,奥解思信息科技（上海）有限公司,1-3年,本科,外企工作环境，弹性工作制，薪资open。,"岗位职责：所需的技术技能 Must 熟悉 Core Java (prefer Java 8 +) Must 熟悉 Java EE 技术 Must 熟悉 的 一 个 现代 IoC, OR-Mapping 框架 Must 熟悉 DB 概念 和 SQL 命令 Must 熟悉 NoSQL DB(prefer Redis/Gemfire/Neo4j) Must 熟悉 现代 MVC 框架 之一可选的技术技能 Experience 在 RPC, Restful API, Hessian Experience 在 大规模 数据 维护 Experience Linux 命令 行需要非技术技能 Should 至少 有 3 年 工作 经验 Must 有 良好 的 书面 和 口头 沟通 技巧 Must 舒适 参与 技术 讨论 和 给予 技术 演示 Be 高度 motivated, 自 起动 个人 愿意 工作 在 动态 工作 环境 Work pressure, 管理 下 的 冲突 和 挑战 Must 演示 分析 思考 和 解决 问题 的 能力"
java开发工程师,https://www.lagou.com/jobs/6450612.html,杨浦区,15k-20k,上海花千树信息科技有限公司北京分公司,3-5年,本科,"成熟团队,上升空间",岗位职责：1.负责Java应用程序代码的编写；2.参与页面js协议的定制；3.确保产品质量的稳定性和高效性；4.服务器端架构优化。任职要求：1.大学本科及以上学历，有3年以上网站开发经验，能独立完成功能模块设计和开发；2.了解Java底层JVM原理，有深入调优和调错能力；3.熟悉HTML5/CSS3、Ajax、Canvas等前端开发技术；4.精通Java，Jsp，JavaBean，Servlet；5.熟悉MySQL、Oracle数据库的使用，以及SQL语句；6.具备多线程编程经验，良好的代码风格及注释习惯；7.具有团队协作精神，工作严谨主动，人际交往能力良好；8.了解大型并发服务器开发架构者优先。
java开发工程师,https://www.lagou.com/jobs/6398770.html,杨浦区,20k-35k,上海识装信息科技有限公司,3-5年,大专,环境高大上 领导牛 公司牛,职责描述：1.负责移动应用的后台系统设计的迭代、开发、重构;2.编写代码实现产品功能，完成项目开发，撰写相关文档，参与需求分析;3.负责核心技术问题的攻关，架构设计、系统优化，协助解决项目开发过程中的技术难题;4.了解互联网的技术发展、评估外部技术与解决方案。职位要求：1. 3年以上Java及Java Web开发经验， 具有扎实的程序设计基本功，有志于从事技术工作，能够独立担当功能模块的设计开发；2. 理解Java常用设计模式，并且能够合理运用，基本技术特性，如Java数据结构，多线程编程，Java IO等3. 熟练使用Java常用框架和工具，如 Spring boot 、Spring Cloud、SpringMVC、Struts、Hibernate、Mybatis等4. 熟悉缓存Redis、Memcache/Couchbase，缓存设计和模式及其应用；5、熟悉数据库原理并熟练掌握相关优化方案，熟悉ORACLE、MySql数据库开发技术及相关工具，熟悉数据库设计，熟练掌握SQL语句；6、能在类Unix环境下熟练开发，掌握Java开发，Tomcat 配置、MySQL配置；有shell/python脚本开发能力更佳；7、好的沟通能力及团队合作精神，具备良好的理解能力和表达能力，能够承受一定工作压力；8、具备强烈的责任心，思路清晰，较强的学习能力和解决问题的能力；良好的需求归纳分析和文档编写能力9、有移动互联网行业开发经验者优先。10、有数据分析、机器学习相关经验优先。
java开发工程师（接口开发）,https://www.lagou.com/jobs/6454973.html,嘉定区,15k-25k,上海景域文化传播股份有限公司,3-5年,本科,"平台佳,提升快,氛围好",岗位职责：1.   负责项目评审及技术方案制定；2.   对线上系统进行性能调优，排错以及重构； 3.   承接开发任务，确保按时按质按量完成任务； 任职要求：1.   本科及以上学历，计算机相关专业毕业，2年及以上经验；2.   精通Java语言；Java基础扎实，理解IO、多线程、集合等基础框架，对JVM原理有一定的了解；3.   熟悉常用的开源框架和软件，如Spring、Redis、Dubbo、Kafka等，了解开源系统的原理和机制；4.   熟悉掌握Linux常用命令以及Nginx、Tomcat的使用；5.   具备面向对象的设计思路和经验，熟悉软件开发流程、体系结构，具备良好的编码风格；6.身心健康，诚实正直，工作积极主动，具备强烈的进取心、求知欲及团队合作精神，有较强的沟通及协调能力。
JAVA开发工程师,https://www.lagou.com/jobs/2967753.html,徐汇区,15k-30k,上海大众出行信息技术股份有限公司,1-3年,本科,"五险一金,绩效奖金,年终奖,公司午餐",本科及以上计算机相关学历三年以上Java开发经验熟悉常用的算法及数据结构有分布式系统开发经验，熟悉Restful API或其他RPC机制熟悉常用开源框架，如Spring/MyBatis/Redis/Zookeeper/RabbitMQ熟悉关系型数据库，如MySQL熟悉Linux环境有国内主流互联网公司经验优先
java开发工程师,https://www.lagou.com/jobs/6468324.html,浦东新区,15k-23k,上海钦文信息科技有限公司,3-5年,本科,"领导好,团队氛围好",职责描述：1、负责K12在线教育平台系统的设计研发工作2、负责服务高可用性、高可扩展性方向的优化调整任职要求：1、计算机专业本科以上学历，两年以上Java语言为主的大中型软件开发经验2、精通Java，熟练使用Spring等技术框架3、数据结构和算法基础扎实，了解常用设计模式4、熟悉MySQL数据库设计和优化，熟悉Linux操作系统和Shell脚本编程，了解NoSQL数据库使用5、对OOA\OOD\OOP等思想有深入的理解，具有较强的业务需求分析能力，良好的沟通和协作能力，良好的抗压能力6、有K12在线英语教育行业从业经验更优
java开发工程师-H,https://www.lagou.com/jobs/6208210.html,浦东新区,18k-25k,上海微创软件股份有限公司,5-10年,本科,六险一金、下午茶、技术培训、打车报销,"项目介绍Project Introduction    麦子金服全称为“上海麦子资产管理有限公司”    ，创立于2009年，是中国移动互联网金融服务集团。公司总部位于上海，并已在北京、南京、苏州、美国波士顿设立分支机构。公司以优质资产为核心,麦子金服为个人和企业提供包括财富管理、股权投资、投融资咨询等综合资产管理服务。     项目背景：       项目1 新财神返利网       项目2 DDID大数据流量平台     项目规模：20~30人左右         岗位职责Responsibilities    工作内容:     1、后端JAVA程序的设计和开发；     2、辅助进行系统需求分析和整体设计工作；     3、根据设计文档或需求说明完成代码编写、调试、测试和维护工作；     4、分析并解决软件开发过程中的问题；     5、协助测试工程师制定测试计划，定位发现的问题；     6、进行定期的code review，保证代码的可持续发展。    任职要求Requirements         1、计算机软件或相关专业，本科及以上学历（学信网可查）,5年以上java开发工作经验；     2、具备扎实的java基础，有一定的架构功底 ，熟悉redis、mongodb、mysql 、java高并发 ，有一定的金融技术底层设计能力   ；     3、有spring、微服务、web等分布式开发经验 ，了解 tcp mvc springCloud      4、熟练使用 java8 tomcat git nginx    redis、mongodb、mysql 消息队列、spring_cloud     5、积极主动较，强执行力和较好的沟通能力"
java开发工程师,https://www.lagou.com/jobs/6232993.html,徐汇区,12k-18k,上海美市科技有限公司,1-3年,本科,发展前景好，有期权,"职位描述：1、协助参与系统整体框架设计；2、负责参与后台服务实现和维护；3、分析产品和业务需求，提供相应模块设计；4、对所开发的功能模块进行梳理，撰写相关技术文档；任职要求：1、985/211院校计算机或相关专业,本科及以上学历, 优秀者学历可放宽至一本院校；2、两年以上JAVA项目开发工作经验，有企业级大中型互联网公司工作经验优先；3、在可扩展、高性能，高并发，高稳定性互联网开发和调优方面有实际工作经验；4、JAVA领域知识扎实，熟悉SOA，分布式缓存，消息，多线程，异步处理，集合类等相关技术，了解Docker；5、事业心强，勤奋好学，有团队精神。"
java开发工程师,https://www.lagou.com/jobs/6442259.html,浦东新区,16k-20k,上海证大喜马拉雅网络科技有限公司,3-5年,本科,年终福利、弹性工作、音频独角兽,"1.深入发掘业务需求为软件开发提供技术方案设计；2.从事核心部分代码的编写；3.进行业务需求分析和软件设计，并编码实现； 职位要求：1.本科及以上学历，计算机相关专业；2.3年以上工作经验；精通Java；有互联网web项目的设计、开发、优化经验； 3.Java/JEE基础扎实，熟练掌握常用Java技术框架，能编写高质量简洁清晰的代码4.熟练使用主流开源框架Spring、SpringMVC、MyBatis等，至少熟练使用一种RPC框架； 5.熟悉MySQL,Oracle的数据库设计和开发，熟悉Redis，Memcached，Mongodb等NOSQL的设计和开发6.熟悉企业应用设计模式、面向对象的分析和设计技术，包括设计模式、UML建模等；7.熟练掌握数据结构、常用算法；8.思路清晰，善于思考，能独立分析和解决问题；9.热衷于互联网技术的研究和创新，有大规模高并发访问的Web应用开发经验；10.责任心强，具备良好的团队合作精神；11.符合如下条件者优先： 具有高并发开发经验； 阅读过常用框架源码者优先； 有移动互联网开发经验； 有搜索或者推荐系统开发经验； 有key-value分布式设计DB经验； 熟练掌握Python，Groovy，Scala或其他动态语言中的一种及以上；"
Java开发工程师（驻场）,https://www.lagou.com/jobs/6383218.html,徐汇区,12k-24k,竹间智能科技（上海）有限公司,3-5年,本科,"发展空间大,弹性工作","职位描述： 1、负责同客户、产品经理进行需求沟通，提供反馈； 2、负责项目模块架构设计，完成满足质量要求的功能开发； 3、团队合作解决技术问题，顺利完成项目交付。 任职资格： 1.本科及以上学历，计算机相关专业毕业； 2.2年以上Java开发工作经验，了解Java开发编程，具有扎实的编程及设计功底； 3.熟悉Mysql、Redis等开源软件应用开发，熟悉数据库原理和常用性能优化技术 4.熟悉分布式服务架构包括且不限于Spring Boot, SSM, Dubbo, Spring Cloud等等 5. 积极性高，具有良好的沟通和学习能力，能适应AI快节奏高强度高压的工作特点  注：此职位需要长期驻场客户现场。"
java开发,https://www.lagou.com/jobs/6277198.html,浦东新区,10k-16k,北京瑞友科技股份有限公司,3-5年,本科,技术前沿，薪资优厚，交通便利,任职资格：1.    全日制大学本科以上学历，学信网可查。2.   2年以上前端开发经验，React项目经验。3.  了解微信小程序开发，有小程序开发经验者优先考虑。
java开发工程师,https://www.lagou.com/jobs/5850604.html,杨浦区,15k-25k,上海澳润信息科技有限公司,5-10年,本科,免费班车，周末双休，五险一金，节日礼品,"工作职责1.负责项目后台管理模块以及前端API接口开发。2.参与数据库结构的设计和优化。3.保质保量完成领导安排的工作任务。4.协同其他技术人员完成项目代码实现，统一开发规范，编写代码注释和开发文档。5.独立完成服务器环境的搭建，发布，调试，测试，运维监控，性能调优工作。6.推动跟进业务线需求，为改善系统的功能积极提出建议。7.独立完成产品的系统分析，设计，并进行核心功能代码编写。任职要求：1、计算机或相关专业本科以上学历；2、5年以上工作经验，中高级以上技术职称、能够快速上手开发SpringMVC,MyBatis,SpringBoot等流行开源框架。条件不符者请慎投，3、熟练掌握JavaScript,Jquery,JSP,vue.js前端web开发。4、熟练使用Linux,Maven,Git,Svn,Tomacat,Nginx,Redis等开源服务器配置和调优。5、熟练使用Mysql,MongoDB,Oracle,Docker,消息队列等框架。6、能够快速上手使用:Eclipse,IntelliJ IDEA 开发工具。7、思路清晰,善于思考,有较强的逻辑/归纳思维能力,能独立分析和解决问题,较强的表达和沟通能力,责任心强,具备良好的团队合作精神。"
java,https://www.lagou.com/jobs/6426279.html,浦东新区,10k-20k,奥解思信息科技（上海）有限公司,1-3年,本科,福利好，外企,"KEY RESPONSIBILITIES:• Join a team as a Java developers and work effectively as part of a large global team delivering firm and regulatory critical risk management solutions• Develop modules for Stress Testing  application including Market Risk and Counterparty Credit Risk across the technology stack and full breadth of SDLC• Deliver high quality technical solutions to multiple global stakeholders in a fast paced environment QUALIFICATIONS     • Minimum 2 years’ experience as a Java developer• Computer science or related engineering degree is required• Good track record of relevant experience in design and development of Java based systems.• Strong knowledge of JAVA (Core JAVA, Multi-threading, Spring, Restful Services)• Experience with Mongo DB, Spark will be a big plus.• Expertise in Messaging Services (JMS, Tibco EMS) and Websphere application server is preferred.• Databases – Oracle or equivalent with SQL,PL/SQL programming expertise.• Experience with Maven, GIT, Hudson, JUnit and other similar technologies.• Unix/Linux scripting skills (Korn shell)• Good understanding of finance and risk management is plus.• Excellent time management and ability to multi-task/balance parallel work streams.• Committed to Unit testing, good design approach and work with a team or independently.• Work with teams in other time zones and the challenges of time, language and culture.• Good communication skills."
java开发工程师,https://www.lagou.com/jobs/5917161.html,静安区,10k-20k,上海亚龙导医服务有限公司,3-5年,本科,发展好 稳定 待遇水平好 领导好,"岗位职责;1.负责APP、网站相关产品或项目后端系统的设计与开发；2.熟悉软件开发相关流程，能独立解决开发中遇到的问题，责任心强；3.负责系统性能优化，系统质量保证；任职要求：1.计算机/信息技术相关专业本科以上学历，拥有扎实的Java开发基础知识，三年以上软件开发经验，两年以上移动互联网项目开发经验；2.熟练使用spring mvc、spring boot、spring cloud、mybatis、dubbo等主流开源框架；3.熟练掌握数据库Mysql、Redis、MongoDB、Memcache；4.熟练掌握SOA分布式架构、微服务架构下的系统程序开发；5.熟悉常用算法和数据结构,熟悉网络编程、多线程编程技术；6.具有良好的学习能力，有较好的沟通交流能力及团队合作意识，责任心强，有积极主动的工作态度，能够迅速融入团队；8.有高并发、大流量业务场景下的系统设计及开发经验优先；9.有互联网医疗服务相关经验者优先；"
Java开发工程师(风控),https://www.lagou.com/jobs/6473905.html,徐汇区,18k-35k,上海鱼泡泡信息科技有限公司,3-5年,本科,薪资优渥 年底多薪,职位描述:1、参与高可用实时和离线风控系统的架构设计，研究行业最新技术；2、负责高可用业务模块、规则引擎、数据收集等具体功能的设计、实现和优化；3、负责大流量线上问题的排查、定位和解决，持续优化和提高风控性能和效率；职位要求:1、大学本科以上学历，计算机或相关专业；3年以上java实际项目开发经验；2、具有互联网项目开发和设计经验，熟悉Java技术栈；3、有较好的数据结构、算法设计基础知识，熟悉常见设计模式；4、熟悉规则引擎原理，对规则引擎在风控上的应用价值有一定的理解，诸如Drools，Groovy等；5、良好的沟通技能，团队合作能力，有较强的独立工作能力和解决问题的能力；具备以下条件之一者优先:1、在泛娱乐领域拥有风控和安全经验者优先；2、有高并发、微服务架构、多线程开发、大数据、模型算法相关经验者优先；
java开发工程师,https://www.lagou.com/jobs/6439724.html,浦东新区,10k-20k,上海嵩恒网络科技股份有限公司,3-5年,不限,五险一金，加班福利，下午茶，双休,岗位职责：1、负责JAVA核心代码开发，并亲自解决系统并发，运行中出现的重要、疑难技术问题；2、制定系统相关的技术接口和技术规范；3、主导技术难题攻关，重构系统，保证高性能处理和系统的稳定性；4、指导其它工程师开展系统设计和开发工作。任职要求1、3年及以上JAVA开发的经验；2、Java基础扎实，理解io、多线程、集合等基础框架，对JVM原理有一定的了解；熟悉面向对象设计开发; 3、精通Spring Boot、Spring、SpringMVC、Mybatis等开源框架，并了解到它的基本原理和机制；4、熟练使用Spring Cloud、Dubbo等微服务框架，具有大型互联网系统架构开发经验优先；5、熟练MySQL、MongoDB、Redis等数据库和缓存技术；6、熟练使用IDEA、Git、Maven等相关工具；7、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息、搜索\推荐等机制；能对分布式常用技术进行合理应用，解决问题； 8、思路清晰，善于思考，能独立分析和解决问题；9、具备强烈的责任心、主动性和团队合作精神；10、自学能力强，愿意分享，具备独立解决问题的能力和经验；11、具有良好的沟通和协调能力；
